Source,Target,Weight,Type
065c_staceys_big_crush,070c_stacey_and_the_cheerleaders,41,undirected
066c_maid_mary_anne,034c_mary_anne_and_too_many_boys,2,undirected
066c_maid_mary_anne,053c_kristy_for_president,13,undirected
066c_maid_mary_anne,062c_kristy_and_the_worst_kid_ever,37,undirected
066c_maid_mary_anne,063c_claudias_freind_friend,42,undirected
066c_maid_mary_anne,065c_staceys_big_crush,1,undirected
067c_dawns_big_move,044c_dawn_and_the_big_sleepover,25,undirected
067c_dawns_big_move,055c_jessis_gold_medal,32,undirected
067c_dawns_big_move,060c_mary_annes_makeover,1,undirected
067c_dawns_big_move,065c_staceys_big_crush,38,undirected
067c_dawns_big_move,070c_stacey_and_the_cheerleaders,20,undirected
068c_jessi_and_the_bad_babysitter,007c_claudia_and_mean_jeanine,4,undirected
068c_jessi_and_the_bad_babysitter,015c_little_miss_stoneybrook_and_dawn,2,undirected
068c_jessi_and_the_bad_babysitter,019c_claudia_and_the_bad_joke,9,undirected
068c_jessi_and_the_bad_babysitter,050c_dawns_big_date,4,undirected
068c_jessi_and_the_bad_babysitter,059c_mallory_hates_boys_and_gym,4,undirected
068c_jessi_and_the_bad_babysitter,061c_jessi_and_the_awful_secret,33,undirected
068c_jessi_and_the_bad_babysitter,071c_claudia_and_the_perfect_boy,27,undirected
069c_get_well_soon_mallory,047c_mallory_on_strike,47,undirected
069c_get_well_soon_mallory,054c_mallory_and_the_dream_horse,7,undirected
069c_get_well_soon_mallory,057c_dawn_saves_the_planet,52,undirected
069c_get_well_soon_mallory,064c_dawns_family_feud,28,undirected
070c_stacey_and_the_cheerleaders,044c_dawn_and_the_big_sleepover,1,undirected
070c_stacey_and_the_cheerleaders,049c_claudia_and_the_genius_of_elm_street,31,undirected
070c_stacey_and_the_cheerleaders,055c_jessis_gold_medal,3,undirected
070c_stacey_and_the_cheerleaders,059c_mallory_hates_boys_and_gym,3,undirected
070c_stacey_and_the_cheerleaders,060c_mary_annes_makeover,60,undirected
070c_stacey_and_the_cheerleaders,065c_staceys_big_crush,41,undirected
070c_stacey_and_the_cheerleaders,067c_dawns_big_move,20,undirected
071c_claudia_and_the_perfect_boy,050c_dawns_big_date,60,undirected
071c_claudia_and_the_perfect_boy,059c_mallory_hates_boys_and_gym,13,undirected
071c_claudia_and_the_perfect_boy,061c_jessi_and_the_awful_secret,34,undirected
071c_claudia_and_the_perfect_boy,063c_claudias_freind_friend,1,undirected
071c_claudia_and_the_perfect_boy,068c_jessi_and_the_bad_babysitter,27,undirected
